NAME,IAU_ID,ALT_NAME,RA,DEC,PSG_TYPE_1,PSG_TYPE_2,CATEGORY_1,CATEGORY_2,MORPHTYPE,EGIS,EGIPS,REFERENCE,LINKS,PGC,RA_LEDA,DEC_LEDA,MORPHTYPE_LEDA,D25_LEDA,REDSHIFT_LEDA,NED_NAME,REDSHIFT_NED,J_MAG_NED,H_MAG_NED,Ks_MAG_NED,SGA_ID,RA_SGA,DEC_SGA,G_MAG_SB26_SGA,G_MAG_SB26_ERR_SGA,R_MAG_SB26_SGA,R_MAG_SB26_ERR_SGA,Z_MAG_SB26_SGA,Z_MAG_SB26_ERR_SGA,D26_SGA,D26_REF,PHDEP_G,PHDEP_R,PHDEP_I,PHDEP_Z,PHDEP_GR,PHDEP_ALL,G_MAG_ASYM_IRAF,G_MAG_ASYM_ERR_IRAF,G_MAG_SB26_IRAF,R26_G_IRAF,R26_G_ERR_IRAF,G_MAG_OUTER_IRAF,R_G_IRAF,R_MAG_ASYM_IRAF,R_MAG_ASYM_ERR_IRAF,R_MAG_SB26_IRAF,R26_R_IRAF,R26_R_ERR_IRAF,R_MAG_OUTER_IRAF,R_R_IRAF,I_MAG_ASYM_IRAF,I_MAG_ASYM_ERR_IRAF,I_MAG_SB26_IRAF,R26_I_IRAF,R26_I_ERR_IRAF,I_MAG_OUTER_IRAF,R_I_IRAF,Z_MAG_ASYM_IRAF,Z_MAG_ASYM_ERR_IRAF,Z_MAG_SB26_IRAF,R26_Z_IRAF,R26_Z_ERR_IRAF,Z_MAG_OUTER_IRAF,R_Z_IRAF,PA_SB26_GR,SMA_SB26_GR,SMB_SB26_GR,G_MAG_SB26_GR,R_MAG_SB26_GR,I_MAG_SB26_GR,Z_MAG_SB26_GR,W1_MAG_IRSA,W1_MAG_ERR_IRSA,W2_MAG_IRSA,W2_MAG_ERR_IRSA,W3_MAG_IRSA,W3_MAG_ERR_IRSA,W4_MAG_IRSA,W4_MAG_ERR_IRSA,A_G,A_R,A_I,A_Z,A_J,A_H,A_Ks,SDSS_SPEC_REDSHIFT,DR10_SPEC_REDSHIFT,DR10_PHOT_REDSHIFT,DR10_PHOT_REDSHIFT_I,DR9_PHOT_REDSHIFT,REDSHIFT,REDSHIFT_SOURCE,DA,SCALE,DL,KCOR_G,KCOR_R,KCOR_I,KCOR_Z,KCOR_J,KCOR_H,KCOR_Ks,KCOR_W1,KCOR_W2,KCOR_W3,KCOR_W4,M_G,M_R,M_I,M_Z,M_J,M_H,M_Ks,M_W1,M_W2,M_W3,M_W4,PHYS_SMA_SB26,LOGMSTAR_WISE,LOGSFR_WISE
,,,deg,deg,,,,,,,,,,,deg,deg,,arcmin,,,,mag,mag,mag,,deg,deg,mag,mag,mag,mag,mag,mag,arcmin,,mag/arcsec^2,mag/arcsec^2,mag/arcsec^2,mag/arcsec^2,mag/arcsec^2,mag/arcsec^2,mag,mag,mag,arcmin,arcmin,mag,arcmin,mag,mag,mag,arcmin,arcmin,mag,arcmin,mag,mag,mag,arcmin,arcmin,mag,arcmin,mag,mag,mag,arcmin,arcmin,mag,arcmin,deg,arcmin,arcmin,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,,,,,,,,Mpc,kpc/arcsec,Mpc,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,kpc,dex (log10 Msun),dex (log10 Msun/yr)
2MASXJ12063688+0955495,J120636.91+095549.5,2MASXJ12063688+0955495,181.6537848,9.9304259,PTS,,Polar_Tilted Tidal Structures,,S0-a,,,,,3476529,181.6537440,9.9304129,E,0.3819,0.113476,WISEA J120636.90+095549.6,0.113476,14.162,13.799,12.781,901121,181.6537883,9.9304305,16.917,0.008,16.011,0.018,15.426,0.019,0.5512,SB26,28.905,27.880,27.930,26.995,28.562,28.309,16.775,0.065,16.930,0.2403,0.0412,16.776,0.7910,15.8930,0.0740,15.9760,0.2859,0.0592,15.8890,0.7910,15.534,0.057,15.582,0.3702,0.0480,15.531,0.7910,15.318,0.102,15.354,0.3860,0.1046,15.315,0.7910,27.29,0.3166,0.2554,16.847,15.951,15.604,15.366,13.253,0.038,12.926,0.04,9.158,0.048,6.727,0.139,0.078,0.051,0.037,0.028,0.017,0.011,0.007,0.113476,0.113476,0.113055,0.113259,0.117623,0.113476,SDSS_SPEC_REDSHIFT,440.92,2.138,546.66,0.244,0.082,0.018,0.006,-0.108,-0.076,-0.172,0.000,0.000,0.000,0.000,-22.081,-22.846,-23.162,-23.369,-24.436,-24.825,-25.743,-25.436,-25.763,-29.531,-31.962,36.68,11.024,1.446
PGC1775788,J120653.15+262534.2,PGC1775788,181.7214555,26.4261529,PTS,,Polar_Tilted Tidal Structures,,S,,,,,1775788,181.7216250,26.4261678,Sc,0.3334,0.033902,WISEA J120653.15+262533.3,0.033880,14.289,13.756,13.564,397447,181.7214769,26.4261486,16.015,0.011,15.600,0.010,15.345,0.010,0.5018,SB26,28.785,28.324,27.918,27.170,28.882,28.484,15.944,0.022,16.001,0.2500,0.0348,15.942,0.7239,15.5220,0.0220,15.5620,0.2894,0.0282,15.5200,0.7239,15.408,0.029,15.438,0.3560,0.0397,15.406,0.7239,15.272,0.047,15.292,0.3718,0.1110,15.266,0.7239,171.51,0.2924,0.2102,15.986,15.563,15.454,15.313,13.293,0.024,13.134,0.029,11.601,0.259,8.132,,0.070,0.046,0.034,0.025,0.015,0.010,0.007,0.033880,0.033880,0.035332,0.037474,0.033282,0.033880,SDSS_SPEC_REDSHIFT,144.58,0.701,154.55,0.015,0.030,-0.030,-0.001,-0.031,-0.042,-0.083,0.000,0.000,0.000,0.000,-20.029,-20.459,-20.511,-20.677,-21.640,-22.157,-22.305,-22.652,-22.811,-24.344,-27.813,12.17,9.967,-0.072
PGC3141382,J120659.42+684258.4,PGC3141382,181.7475837,68.7162354,PR,PTS,Polar_Tilted Rings,Polar_Tilted Tidal Structures,S0,,,,,3141382,181.7476500,68.7162628,E,0.3556,0.121633,,,,,,450581,181.7475445,68.7162350,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,LEDA,29.153,28.399,,27.265,29.029,28.369,17.549,0.020,17.563,0.1861,0.0307,17.602,0.5078,16.4850,0.0270,16.4900,0.3968,0.0589,16.4870,0.5078,,,,,,,,15.874,0.028,15.869,0.2222,0.0669,15.885,0.5078,169.61,0.2081,0.1496,17.495,16.479,,15.828,13.535,0.037,13.289,0.042,9.228,0.049,7.086,0.17,0.074,0.049,0.035,0.027,0.016,0.010,0.007,0.121633,,,,0.127844,0.121633,SDSS_SPEC_REDSHIFT,468.21,2.270,589.04,0.316,0.107,,0.019,,,,0.000,0.000,0.000,0.000,-21.678,-22.517,,-23.028,,,,-25.316,-25.562,-29.623,-31.765,54.04,11.003,1.374
SPRC30,J120712.69+073944.3,SPRC30,181.8028708,7.6623188,PR,,Polar_Tilted Rings,,S0-a,,,Moiseev et al. (2011),https://ui.adsabs.harvard.edu/#abs/2011MNRAS.418..244M/abstract,,181.8029500,7.6622800,,,0.075173,SPRC 030,0.075173,,,,,,,,,,,,,,,28.956,28.275,27.838,27.270,28.886,28.527,18.328,0.043,18.372,0.1035,0.0194,18.320,0.2811,17.4160,0.0390,17.4420,0.1174,0.0287,17.4140,0.2811,17.021,0.042,17.032,0.1461,0.0230,17.021,0.2811,16.775,0.060,16.772,0.1593,0.0367,16.745,0.2811,68.83,0.1152,0.1001,18.335,17.426,17.033,16.773,13.264,0.024,13.066,0.025,10.852,0.086,8.788,,0.059,0.039,0.028,0.021,0.013,0.008,0.006,0.075173,0.075173,0.087652,0.087745,0.082082,0.075173,SDSS_SPEC_REDSHIFT,305.39,1.481,353.03,0.184,0.070,0.043,0.018,,,,0.000,0.000,0.000,0.000,-19.610,-20.406,-20.778,-21.006,,,,-24.475,-24.673,-26.887,-28.951,10.43,10.683,0.344
2MASXJ12072553+2513259,J120725.56+251326.3,2MASXJ12072553+2513259,181.8565065,25.2239627,PDL,PTS,Polar_Tilted Dust Lanes,Polar_Tilted Tidal Structures,S0-a,,,,,3782826,181.8565605,25.2239620,E,0.4764,0.063743,WISEA J120725.55+251326.3,0.063743,13.919,13.422,12.918,1354039,181.8565113,25.2239601,16.598,0.008,15.738,0.009,15.088,0.007,0.6858,SB26,28.817,28.078,27.946,27.015,28.685,28.336,16.481,0.062,16.622,0.2505,0.0207,16.466,0.7456,15.6440,0.0490,15.7230,0.3189,0.0398,15.6370,0.7456,15.261,0.043,15.324,0.3838,0.0258,15.260,0.7456,15.003,0.073,15.043,0.4029,0.1335,14.998,0.7456,176.16,0.3028,0.2719,16.585,15.734,15.351,15.087,14.342,0.029,14.169,0.048,12.337,0.509,8.859,0.507,0.071,0.047,0.034,0.026,0.016,0.010,0.007,0.063743,0.063743,0.070332,0.072418,0.065070,0.063743,SDSS_SPEC_REDSHIFT,262.48,1.273,297.00,0.146,0.059,0.037,0.016,-0.058,-0.062,-0.065,0.000,0.000,0.000,0.000,-20.959,-21.747,-22.111,-22.363,-23.403,-23.890,-24.388,-23.022,-23.195,-25.027,-28.505,24.36,10.110,0.181
PGC1023585,J120728.64-070930.3,PGC1023585,181.8693431,-7.1584296,PR,,Polar_Tilted Rings,,S0,,,,,1023585,181.8692910,-7.1582500,,0.5248,0.051736,WISEA J120728.64-070930.3,0.051752,12.351,11.784,11.308,538985,181.8693475,-7.1584336,15.205,0.012,14.308,0.013,13.661,0.014,1.0810,SB26,28.811,28.254,28.265,27.171,28.837,28.517,15.116,0.029,15.185,0.3967,0.0447,15.117,1.1617,14.2360,0.0200,14.2590,0.5670,0.0546,14.2260,1.1617,13.853,0.015,13.876,0.5979,0.0185,13.848,1.1617,13.579,0.031,13.598,0.6009,0.0977,13.580,1.1617,152.98,0.4697,0.4379,15.158,14.266,13.893,13.620,13.066,0.024,13.028,0.027,11.222,0.155,8.334,,0.098,0.065,0.047,0.035,0.022,0.013,0.009,,,0.047385,0.046634,0.046618,0.051752,REDSHIFT_NED,216.16,1.048,239.12,0.118,0.050,0.037,0.017,-0.043,-0.046,-0.052,0.000,0.000,0.000,0.000,-21.924,-22.749,-23.101,-23.347,-24.521,-25.076,-25.542,-23.827,-23.865,-25.671,-28.559,35.65,10.478,0.201
PGC2693533,J120737.21+665901.8,PGC2693533,181.9050414,66.9838432,PR,PDL,Polar_Tilted Rings,Polar_Tilted Dust Lanes,S0-a,,,,,2693533,181.9049940,66.9838262,E,0.4159,0.117046,,,,,,1430574,181.9050128,66.9838450,17.215,0.005,16.282,0.006,15.766,0.009,0.6046,SB26,29.378,28.582,,27.351,29.213,28.478,16.908,0.062,17.216,0.2711,0.0052,16.934,0.7680,16.0920,0.0480,16.2220,0.3353,0.0574,16.1000,0.7680,,,,,,,,15.780,0.031,15.772,0.3267,0.1211,15.904,0.7680,76.07,0.3135,0.2276,17.160,16.239,,15.768,11.655,0.023,11.696,0.023,10.929,0.181,8.504,0.45,0.060,0.040,0.029,0.022,0.013,0.008,0.006,0.117046,,,,0.109907,0.117046,SDSS_SPEC_REDSHIFT,452.93,2.196,565.16,0.265,0.088,,-0.001,,,,0.000,0.000,0.000,0.000,-21.870,-22.667,,-23.010,,,,-27.106,-27.065,-27.832,-30.257,44.18,11.816,0.822
PGC1150735,J120843.59-000853.3,EGIPS_J120843.6-000852,182.1816298,-0.1481503,PTS,,Polar_Tilted Tidal Structures,,S,,EGIPS J120843.6-000852,,,1150735,182.1816690,-0.1481348,,0.5058,0.129180,,,,,,1086154,182.1816298,-0.1481503,17.351,0.042,16.283,0.043,15.459,0.049,,,28.993,28.535,,28.833,29.082,29.312,17.417,0.039,17.544,0.2846,0.0100,17.420,0.7239,16.4050,0.0460,16.4560,0.3241,0.0277,16.4060,0.7239,,,,,,,,15.631,0.023,15.680,0.3367,0.0069,15.627,0.7239,147.23,0.2949,0.1387,17.488,16.473,,15.712,13.425,0.024,13.287,0.027,11.237,0.117,8.735,0.343,0.066,0.043,0.031,0.024,0.014,0.009,0.006,0.129741,0.129778,0.137117,,0.139433,0.129741,SDSS_SPEC_REDSHIFT,494.82,2.399,631.55,0.331,0.110,,0.027,,,,0.000,0.000,0.000,0.000,-21.855,-22.699,,-23.373,,,,-25.577,-25.715,-27.765,-30.267,46.65,11.144,0.826
PGC3097519,J120843.64+492932.0,PGC3097519,182.1818280,49.4922309,PR,,Polar_Tilted Rings,,S0,,,,,3097519,182.1817710,49.4922317,E,0.6166,0.082409,,,,,,1263397,182.1818331,49.4922335,16.589,0.018,15.683,0.018,15.138,0.033,0.7585,SB26,29.070,28.463,,27.209,29.061,28.341,16.551,0.036,16.647,0.2828,0.0135,16.511,0.8148,15.6460,0.0250,15.7050,0.3505,0.0316,15.6470,0.8148,,,,,,,,15.203,0.024,15.198,0.4536,0.1273,15.223,0.8148,76.01,0.3264,0.1886,16.617,15.710,,15.185,13.308,0.024,13.089,0.029,10.696,0.114,8.199,,0.081,0.054,0.039,0.029,0.018,0.011,0.008,0.082409,,,,0.073331,0.082409,SDSS_SPEC_REDSHIFT,331.96,1.609,388.92,0.199,0.074,,0.011,,,,0.000,0.000,0.000,0.000,-21.582,-22.372,,-22.791,,,,-24.641,-24.860,-27.253,-29.750,33.84,10.742,0.637
PGC183036,J120844.21-003226.9,PGC183036,182.1842213,-0.5408009,PTS,,Polar_Tilted Tidal Structures,,S,,,,,183036,182.1842385,-0.5408200,S0-a,0.6714,0.062584,WISEA J120844.22-003226.6,0.062576,12.995,12.143,11.803,1091552,182.1842321,-0.5407858,15.606,0.006,14.728,0.007,14.058,0.011,1.1791,SB26,29.042,28.636,,27.681,29.177,28.742,15.327,0.043,15.523,0.5809,0.0788,15.326,2.0981,14.4700,0.0260,14.5570,0.9290,0.0592,14.4690,2.0981,,,,,,,,13.844,0.036,13.897,1.0256,0.1215,13.846,2.0981,24.11,0.8458,0.3800,15.442,14.579,,13.939,13.097,0.035,13.008,0.038,11.677,,8.294,,0.069,0.045,0.033,0.025,0.015,0.009,0.006,0.062584,0.062566,0.086513,,0.087313,0.062584,SDSS_SPEC_REDSHIFT,258.06,1.251,291.37,0.145,0.058,,0.016,-0.029,-0.009,-0.107,0.000,0.000,0.000,0.000,-22.013,-22.868,,-23.466,-24.313,-25.179,-25.418,-24.225,-24.314,-25.645,-29.028,69.73,10.620,0.373
PGC038575,J120849.90+421455.3,PGC038575,182.2079247,42.2486881,PR,PTS,Polar_Tilted Rings,Polar_Tilted Tidal Structures,E,,,,,38575,182.2079505,42.2487104,E,0.7145,0.037397,KUG 1206+425,0.052693,13.892,13.566,13.021,38510,182.2079080,42.2486931,14.451,0.007,13.636,0.007,13.285,0.009,1.5443,SB26,29.165,28.653,,27.533,29.197,28.628,14.338,0.026,14.427,0.7645,0.0063,14.333,2.0370,13.5240,0.0230,13.5810,0.8728,0.0296,13.5200,2.0370,,,,,,,,13.277,0.018,13.290,0.5572,0.2077,13.271,2.0370,64.76,0.8158,0.6018,14.402,13.589,,13.277,12.146,0.024,12.071,0.024,10.061,0.061,8.27,0.347,0.041,0.027,0.019,0.015,0.009,0.006,0.004,0.037397,,,,0.030606,0.037397,SDSS_SPEC_REDSHIFT,158.92,0.770,171.03,0.076,0.037,,0.008,-0.044,-0.074,-0.018,0.000,0.000,0.000,0.000,-21.855,-22.648,,-22.898,-22.238,-22.531,-23.130,-24.019,-24.094,-26.104,-27.895,40.32,10.542,-0.042
PGC2605896,J120854.30+604308.7,PGC2605896,182.2262347,60.7190877,PTS,,Polar_Tilted Tidal Structures,,S0,,,,,2605896,182.2261920,60.7191438,E,0.4819,0.097110,,,,,,841964,182.2262418,60.7190997,16.788,0.017,15.916,0.023,15.384,0.025,0.4749,SB26,29.460,28.570,,27.492,29.219,28.598,16.629,0.026,16.755,0.2519,0.0325,16.615,0.8392,15.9120,0.0170,16.8390,0.2695,0.0824,22.6640,0.8392,,,,,,,,15.366,0.032,15.381,0.2280,0.1034,15.367,0.8392,53.59,0.3419,0.2074,16.688,15.838,,15.350,11.182,0.023,11.182,0.02,9.078,0.027,7.546,0.138,0.059,0.039,0.028,0.021,0.013,0.008,0.006,0.097110,,,,0.073400,0.097110,SDSS_SPEC_REDSHIFT,384.53,1.864,462.83,0.207,0.073,,0.002,,,,0.000,0.000,0.000,0.000,-21.838,-21.600,,-22.969,,,,-27.145,-27.145,-29.249,-30.781,30.14,11.818,1.014
PGC1280712,J120928.09+051558.8,PGC1280712,182.3670476,5.2663463,PTS,,Polar_Tilted Tidal Structures,,S0,,,,,1280712,182.3671260,5.2663535,S?,0.3396,0.078834,,,,,,630065,182.3670512,5.2663439,16.744,0.048,15.882,0.050,15.274,0.047,0.6660,SB26,28.438,27.851,27.802,27.040,28.439,28.297,16.852,0.056,16.955,0.1976,0.0266,16.851,0.5387,16.0170,0.0500,16.0570,0.2426,0.0471,16.0080,0.5387,15.662,0.041,15.694,0.2660,0.0283,15.652,0.5387,15.430,0.041,15.455,0.3019,0.0815,15.426,0.5387,145.51,0.2155,0.1914,16.919,16.064,15.709,15.471,13.218,0.04,13.049,0.042,10.972,0.144,7.719,,0.067,0.044,0.032,0.024,0.015,0.009,0.006,0.078834,0.078834,0.061878,0.066663,0.067233,0.078834,SDSS_SPEC_REDSHIFT,318.89,1.546,371.15,0.179,0.068,0.031,0.012,,,,0.000,0.000,0.000,0.000,-21.139,-21.903,-22.217,-22.429,,,,-24.630,-24.799,-26.876,-30.129,22.50,10.755,0.775
PGC1489227,J120943.72+153709.4,PGC1489227,182.4321757,15.6192901,PTS,,Forming Polar_Tilted Rings,,S,,,,,1489227,182.4322305,15.6193258,S?,0.3981,0.080954,,,,,,216571,182.4321922,15.6193161,17.088,0.019,16.253,0.021,15.633,0.023,0.6379,SB26,28.768,27.999,,27.024,28.642,28.360,16.885,0.067,17.072,0.2221,0.0621,16.851,0.8148,16.0940,0.0630,16.2030,0.2683,0.0695,16.0530,0.8148,20.061,,21.814,0.3778,,20.114,0.8148,15.482,,15.560,0.3435,,15.444,0.8148,92.68,0.3274,0.1944,16.979,16.162,20.568,15.557,13.733,0.049,13.626,0.058,11.593,,8.362,,0.113,0.075,0.054,0.041,0.025,0.015,0.011,0.080954,0.080954,0.108103,,0.096736,0.080954,SDSS_SPEC_REDSHIFT,326.65,1.584,381.68,0.166,0.063,5.133,0.009,,,,0.000,0.000,0.000,0.000,-21.115,-21.843,-21.281,-22.398,,,,-24.175,-24.282,-26.315,-29.546,25.50,10.594,0.562
PGC038710,J121013.80+131116.9,PGC038710,182.5574981,13.1880407,PR,PTS,Polar_Tilted Rings,Polar_Tilted Tidal Structures,E,,,,,38710,182.5575930,13.1879439,E,0.4831,0.023088,VCC 0019,0.023001,,,,1004210,182.5574735,13.1880231,15.928,0.012,15.026,0.013,14.303,0.013,0.8918,SB26,28.947,28.310,27.950,27.428,28.938,28.649,15.793,0.031,15.893,0.3868,0.0066,15.767,0.9446,14.9290,0.0230,14.9810,0.4518,0.0309,14.9100,0.9446,14.514,0.025,14.559,0.4260,0.0481,14.500,0.9446,14.228,0.029,14.253,0.4991,0.1145,14.200,0.9446,124.06,0.3785,0.3483,15.870,14.989,14.569,14.273,13.311,0.029,13.046,0.032,9.676,0.053,7.405,0.198,0.127,0.084,0.061,0.046,0.028,0.017,0.012,0.022998,0.022998,0.078692,0.081316,0.079640,0.022998,SDSS_SPEC_REDSHIFT,99.45,0.482,104.08,0.037,0.022,0.024,0.012,,,,0.000,0.000,0.000,0.000,-19.358,-20.212,-20.613,-20.892,,,,-21.776,-22.041,-25.411,-27.682,13.07,9.581,-0.120
PGC038750,J121037.91+175212.6,PGC038750,182.6579785,17.8701645,PR,,Face-on Polar_Tilted Rings,,S0,,,,,38750,182.6578905,17.8701925,S?,0.7278,0.023017,MRK 0758,0.023019,12.775,12.215,12.0,1122020,182.6579828,17.8701656,14.951,0.015,14.343,0.008,13.903,0.008,1.1440,SB26,28.697,28.308,27.473,27.451,28.837,28.500,14.866,0.036,14.942,0.4944,0.0291,14.792,1.4287,14.2440,0.0270,14.2880,0.6563,0.0347,14.1760,1.4287,14.019,0.045,14.043,0.7365,0.1479,13.964,1.4287,13.795,0.036,13.803,0.8598,0.1395,13.738,1.4287,63.52,0.5824,0.4301,14.912,14.306,14.080,13.862,12.078,0.022,12.028,0.023,9.844,0.058,7.954,0.223,0.145,0.095,0.069,0.052,0.032,0.020,0.014,,,0.022674,0.021245,0.022820,0.023019,REDSHIFT_NED,99.54,0.483,104.17,0.028,0.024,0.004,0.006,-0.021,-0.030,-0.055,0.000,0.000,0.000,0.000,-20.320,-20.920,-21.119,-21.344,-22.325,-22.864,-23.048,-23.011,-23.061,-25.245,-27.135,19.02,10.147,-0.321
2MASXJ12104294+1335460,J121042.92+133546.1,2MASXJ12104294+1335460,182.6788138,13.5961336,PTS,,Forming Polar_Tilted Rings,,M,,,,,3548613,182.6787930,13.5961013,S?,0.4571,0.081901,WISEA J121042.93+133546.0,0.081901,13.627,13.007,12.582,757420,182.6788201,13.5961257,16.639,0.017,15.701,0.017,15.111,0.016,0.5355,SB26,28.729,28.091,27.759,27.203,28.700,28.444,16.396,0.066,16.524,0.3163,0.0540,16.318,1.0950,15.4650,0.0460,15.5300,0.4084,0.0610,15.4150,1.0950,15.060,0.049,15.115,0.4813,0.0956,15.015,1.0950,14.775,0.058,14.831,0.5082,0.1367,14.768,1.0950,115.94,0.4396,0.2158,16.469,15.523,15.139,14.860,12.077,0.023,11.988,0.022,8.232,0.021,5.071,0.032,0.106,0.070,0.051,0.038,0.023,0.014,0.010,0.081901,0.081901,0.095814,0.096001,0.095090,0.081901,SDSS_SPEC_REDSHIFT,330.11,1.600,386.39,0.204,0.075,0.043,0.018,-0.055,-0.037,-0.121,0.000,0.000,0.000,0.000,-21.721,-22.550,-22.914,-23.160,-24.276,-24.905,-25.242,-25.858,-25.947,-29.703,-32.864,39.21,11.273,1.776
2MASXJ12104378+0439321,J121043.76+043931.5,2MASXJ12104378+0439321,182.6823182,4.6587478,PTS,,Polar_Tilted Tidal Structures,,S,,,,,3393655,182.6822775,4.6587654,E,0.3846,0.135089,WISEA J121043.74+043931.4,0.135088,14.144,13.79,12.891,1344784,182.6823183,4.6587417,17.447,0.013,16.423,0.018,15.713,0.023,0.5510,SB26,29.012,28.342,27.635,27.385,28.951,28.479,17.301,0.050,17.434,0.2069,0.0237,17.268,0.5886,16.2930,0.0410,16.3780,0.2434,0.0199,16.2790,0.5886,15.910,0.046,15.962,0.2689,0.0865,15.902,0.5886,15.609,0.058,15.663,0.2743,0.0678,15.600,0.5886,119.86,0.2400,0.1786,17.392,16.383,15.980,15.696,12.774,0.026,12.727,0.028,11.33,0.226,8.776,,0.052,0.034,0.025,0.019,0.011,0.007,0.005,0.135088,0.135088,0.138505,0.138376,0.138568,0.135088,SDSS_SPEC_REDSHIFT,512.10,2.483,659.80,0.339,0.111,0.046,0.022,-0.121,-0.063,-0.183,0.000,0.000,0.000,0.000,-22.054,-22.864,-23.206,-23.475,-24.843,-25.251,-26.028,-26.323,-26.370,-27.767,-30.321,36.26,11.473,0.846
PGC2297293,J121051.88+472321.6,PGC2297293,182.7161785,47.3893240,PH,,Polar_Tilted Halos,,S,,,,,2297293,182.7161745,47.3893578,E,0.4467,0.083063,,,,,,381524,182.7161918,47.3892393,16.480,0.006,15.504,0.005,14.958,0.007,0.7952,SB26,29.233,28.473,,27.311,29.078,28.402,16.330,0.038,16.500,0.3213,0.0221,16.306,1.0021,15.3720,0.0350,15.4490,0.4513,0.0566,15.3720,1.0021,,,,,,,,14.965,0.023,14.973,0.7085,0.1580,14.979,1.0021,118.70,0.4067,0.3076,16.430,15.465,,14.953,13.432,0.025,13.219,0.031,11.68,0.243,8.431,,0.069,0.046,0.033,0.025,0.015,0.009,0.007,0.083062,,,,0.099176,0.083062,SDSS_SPEC_REDSHIFT,334.33,1.621,392.18,0.213,0.078,,0.013,,,,0.000,0.000,0.000,0.000,-21.749,-22.642,,-23.032,,,,-24.535,-24.748,-26.287,-29.536,43.89,10.702,0.559
PGC1119084,J121101.44-012506.9,PGC1119084,182.7560004,-1.4185920,PTS,,Polar_Tilted Tidal Structures,,S,,,,,1119084,182.7560160,-1.4185697,Sb,0.3802,0.101369,,,,,,439035,182.7559986,-1.4185982,17.313,0.017,16.469,0.016,15.843,0.017,0.5366,SB26,28.974,28.540,28.240,27.505,29.087,28.787,16.966,0.112,17.277,0.2588,0.0705,16.959,1.2694,16.2290,0.0590,16.3450,0.4569,0.0795,16.2220,1.2694,15.862,0.060,15.961,0.4957,0.0700,15.854,1.2694,15.649,0.107,15.716,0.4878,0.1059,15.655,1.2694,16.65,0.5166,0.1411,17.071,16.274,15.912,15.675,12.451,0.022,12.324,0.023,9.791,0.045,8.42,0.3,0.070,0.046,0.033,0.025,0.015,0.010,0.007,,0.100962,0.088240,0.091761,0.086818,0.101369,REDSHIFT_LEDA,399.41,1.936,484.49,0.185,0.064,0.010,0.004,,,,0.000,0.000,0.000,0.000,-21.404,-22.191,-22.508,-22.739,,,,-25.975,-26.102,-28.635,-30.006,53.07,11.307,0.731
PGC038804,J121110.83+021519.9,PGC038804,182.7951291,2.2555346,PR,PTS,Face-on Polar_Tilted Rings,Polar_Tilted Tidal Structures,S0-a,,,,,38804,182.7951450,2.2555622,S0,0.8570,0.019768,CGCG 041-046,0.019768,,,,304295,182.7951303,2.2555295,14.335,0.019,13.630,0.022,13.118,0.027,1.7777,SB26,29.127,28.397,,27.185,29.029,28.286,14.314,0.016,14.389,0.6795,0.0294,14.308,1.8641,13.6150,0.0150,13.6530,0.8236,0.0788,13.6050,1.8641,,,,,,,,13.104,0.027,13.135,0.8756,0.1645,13.101,1.8641,3.77,0.7482,0.5017,14.368,13.662,,13.155,13.599,0.026,13.489,0.038,11.552,0.397,8.325,,0.076,0.050,0.036,0.027,0.017,0.010,0.007,0.019768,0.019768,0.013261,,0.014329,0.019768,SDSS_SPEC_REDSHIFT,85.82,0.416,89.25,0.031,0.021,,0.008,,,,0.000,0.000,0.000,0.000,-20.471,-21.171,,-21.653,,,,-21.154,-21.264,-23.201,-26.428,20.56,9.384,-0.579
PGC1490721,J121141.08+154048.4,PGC1490721,182.9211635,15.6801218,PR,PTS,Polar_Tilted Rings,Polar_Tilted Tidal Structures,S,,,,,1490721,182.9211975,15.6800561,E,0.4074,0.079265,,,,,,1091371,182.9211651,15.6801068,16.695,0.015,15.675,0.016,14.943,0.018,0.7756,SB26,28.954,28.143,35.087,27.186,28.772,28.280,16.435,0.063,16.620,0.3061,0.0192,16.432,0.8644,15.4630,0.0580,15.5740,0.3726,0.0714,15.4700,0.8644,19.680,0.111,20.159,0.4008,,21.189,0.8644,14.793,0.070,14.840,0.4893,0.0910,14.795,0.8644,159.22,0.3520,0.3262,16.523,15.551,20.663,14.857,11.483,0.022,11.515,0.022,10.665,0.106,8.775,,0.096,0.063,0.046,0.034,0.021,0.013,0.009,0.079264,0.079264,0.092931,,0.090150,0.079264,SDSS_SPEC_REDSHIFT,320.47,1.554,373.28,0.202,0.075,7.595,0.020,,,,0.000,0.000,0.000,0.000,-21.538,-22.424,-25.342,-23.074,,,,-26.377,-26.345,-27.195,-29.085,34.74,11.522,0.393
